Job_Title,Nivel_Jerarquico,Area_Mayor,Area_Menor
HR Capacitación,Ejecutivo,Recursos Humanos,
HR Chief,Director,Recursos Humanos,
HR Consultant and Owner,Gerente,Recursos Humanos,
HR Consulting Manager,Gerente,Recursos Humanos,
HR Controller and Payroll Specialist,Gerente,Finanzas,Contraloría
HR Corp Director,Director,Recursos Humanos,
HR Corporate Director,Director,Recursos Humanos,
HR Country Head Mexico & Colombia & HR Business Partner Reinsurance LatAm,Director General,Dirección General,Recursos Humanos
HR Country Management,Director General,Dirección General,Recursos Humanos
HR Country Manager,Director,Dirección General,Recursos Humanos
HR Data governance and privacy advisor,,Recursos Humanos,
HR Director,Director,Recursos Humanos,Recursos Humanos
"HR Director - Global Talent Acquisition, Mobility & Immigration (US & International)",Director,Recursos Humanos,
HR Director - Hispanic LATAM,Director,Recursos Humanos,
"HR Director - Mexico, Colombia & Panamá",Director,Recursos Humanos,
HR Director - Organizational & Talent Development,Director,Recursos Humanos,
HR Director - Talent and Organizational Development,Director,Recursos Humanos,
HR Director & Labor Relations,Director,Recursos Humanos,
HR Director C.A. & México (HRBP),Director,Recursos Humanos,
HR Director Chile,Director,Recursos Humanos,
HR Director for Mexico & Central America,Director,Recursos Humanos,
HR Director Global Sourcing LATAM,Director,Recursos Humanos,
HR Director LATAM,Director,Recursos Humanos,
HR Director Latin America,Director,Recursos Humanos,
HR Director Latin America region,Director,Recursos Humanos,
HR Director Magna Exteriors Mexico,Director,Recursos Humanos,
HR Director Mexico,Director,Recursos Humanos,
HR Director Mexico & AnCam,Director,Recursos Humanos,
HR Director Mexico & Consumer Health LA North,Director,Recursos Humanos,
HR Director Mexico & LATAM,Director,Recursos Humanos,
HR Director Mexico & Talent LAM,Director,Recursos Humanos,
HR Director Mexico and Head of HR regional SSC,Director,Recursos Humanos,
HR Director North America,Director,Recursos Humanos,
"HR Director North Latin America CD, Ice Cream, Finance and Unilever Food Solutions",Director,Recursos Humanos,
HR Director Novartis Global Service Center Mexico & CAC Region (a.i.),Director,Recursos Humanos,
"HR Director of Customer Experience & Advisory, Mex & LAM",Director,Recursos Humanos,
HR Director para Operaciones y Productos Profesionales en L'Oréal,Director,Recursos Humanos,
HR Director Sales,Director,Recursos Humanos,
"HR Director, Ford of Mexico",Director,Recursos Humanos,
HR Executive Director Latinamerica,Director,Recursos Humanos,
HR Generalis,Ejecutivo,Recursos Humanos,
HR Generalist Lead,Gerente,Recursos Humanos,
HR Generalist Lead VP,Director,Recursos Humanos,
HR Generalist Sr Manager - Institutional Client Group / Operations & Technology (HRA - ICG/O&T),Director General,Dirección General,Recursos Humanos
HR Generalist Sr. Manager,Director General,Dirección General,Recursos Humanos
HR Generalist-LA Supervisor,Gerente,Recursos Humanos,
HR Head,Director,Recursos Humanos,
HR Head México & HR Advisor Latam,Director,Recursos Humanos,
"HR Head of Governance, Processes & Sys LATAM",Director,Recursos Humanos,
HR Head of Supply Chain for Tupperware Brands México,Director,Recursos Humanos,
HR HUB - EI NNA Supervisor,Gerente,Recursos Humanos,
HR I HRBP I Human Resources at AccorInvest Mexico,Director,Recursos Humanos,
HR Innovation and transformation Director.,Director,Recursos Humanos,
HR International Manager,Gerente,Recursos Humanos,
HR IS Project Manager for LA,Gerente,Recursos Humanos,
HR IT Manager,Gerente,Recursos Humanos,
HR LATAM MANAGER (BP),Gerente,Recursos Humanos,
HR Lead / Deputy Director for Merchandising Vice-presidencies and Category Tribes and Squads,Director,Recursos Humanos,
HR M&A Manager,Gerente,Recursos Humanos,
HR Manager,Gerente,Recursos Humanos,
HR Manager - MX Expansion,Gerente,Recursos Humanos,
HR Manager & Business Partner,Director,Recursos Humanos,
HR Manager Fisher Toluca Engineering Center,Gerente,Recursos Humanos,
HR Manager IPM - Integrated Project Management (MCA),Gerente,Recursos Humanos,
HR Manager Jr,Gerente,Recursos Humanos,
"HR Manager Sales , Marketing & Duty free MX",Gerente,Comercial,Ventas
HR MD,,Recursos Humanos,
HR National Manager,Gerente,Recursos Humanos,
HR Onboarding Success Partner,Director,Recursos Humanos,
HR Operations & Reward Mgr.,Ejecutivo,Recursos Humanos,
HR Operations Director,Director,Recursos Humanos,
HR Operations Manager,Gerente,Recursos Humanos,
HR Operations Manager - EE Moves & Data,Gerente,Recursos Humanos,
HR Operations Sr. Manager.,Gerente,Recursos Humanos,
HR Operations Terminations,Ejecutivo,Recursos Humanos,
HR Ops Assoc Analyst,,Recursos Humanos,Análisis
HR OPS ASST ANALYST,,Recursos Humanos,Análisis
HR OPS LATAM Sr Manager,Gerente,Recursos Humanos,
HR Partner,Director,Recursos Humanos,
HR Partner - Operations Mexico,Director,Recursos Humanos,
HR Partner Analyst,Director,Recursos Humanos,Análisis
HR Partner Senior Analyst,Director,Recursos Humanos,Análisis
HR Partner-O&T,Director,Recursos Humanos,
HR People Business Partner,Director,Recursos Humanos,
HR People Manager,Gerente,Recursos Humanos,
HR People Partner,Director,Recursos Humanos,
HR People Partner Supply Chain at Unilever,Director,Recursos Humanos,
HR Plant Manager,Gerente,Recursos Humanos,
HR Professor and In-Company Programs Director,Director,Recursos Humanos,
HR Projects Supervisor,Gerente,Recursos Humanos,
HR Regional Director,Director,Recursos Humanos,
HR Regional Director Latin America,Director,Recursos Humanos,
HR regional Systems Supervisor,Gerente,Recursos Humanos,
HR Resources senior Manager,Gerente,Recursos Humanos,
HR Risk & Compliance Officer,Ejecutivo,Recursos Humanos,
HR Sales Director,Director,Recursos Humanos,
HR Sales Manager,Gerente,Comercial,Ventas
HR Senior Manager,Gerente,Recursos Humanos,
HR Service Manager,Director,Recursos Humanos,
HR Services Executive Director,Director,Recursos Humanos,
HR Services Manager LAC,Gerente,Recursos Humanos,
HR Shared Services LATAM Supervisor,Gerente,Recursos Humanos,
HR Shared Services Supervisor,Gerente,Recursos Humanos,
HR SR Business Partner PH Centro,Director,Recursos Humanos,
HR SR Manager,Gerente,Recursos Humanos,
HR Sr.  Manager,Gerente,Recursos Humanos,
HR Sr. Director Operations & Labor Lead (Mex),Director,Recursos Humanos,
HR Sr. Manager LATAM & Caribbean Operations at Bacardi,Gerente,Recursos Humanos,
HR Strategic Initiatives Director,Director,Recursos Humanos,
HR Strategy & Planning Business Partner,Director,Recursos Humanos,
HR Supervisor,Gerente,Recursos Humanos,
HR Supervisor & People Partner,Gerente,Recursos Humanos,
HR Talent Development & Business Partner,Director,Recursos Humanos,Recursos Humanos
HR Talent Development & Business Partner [Associate],,,Recursos Humanos
HR Transformation and Talent Development Manager,Gerente,Recursos Humanos,
HR Vice President,Director,Recursos Humanos,
HR Vicepresident,Director,Recursos Humanos,
HR VP,Director,Recursos Humanos,
HR-Payroll Supervisor,Gerente,Recursos Humanos,
HR/Transition NA Business Solutions Manager,Gerente,Recursos Humanos,
HRBP,Director,Recursos Humanos,Recursos Humanos
HRBP - COE Fornación y Desarrollo,Director,Recursos Humanos,
HRBP - Human Resources Business Partner,,Recursos Humanos,
HRBP - SERUA,,Recursos Humanos,
HRBP (Digital Banking),,Recursos Humanos,
"HRBP (Finanzas, Dst&Mkt y Secretaría General)",,Recursos Humanos,
HRBP / Coordinador Regional estrategia Gestión del Cambio,Gerente,Recursos Humanos,
HRBP / Gerente de Operaciones comerciales.,Gerente,Comercial,Ventas
HRBP & Communication,,Recursos Humanos,
HRBP & Comp. & benefits Mexico and PACA,Director,Recursos Humanos,
HRBP & Compensation DPEP LatAm / Compensation DTCI North America,Director,Recursos Humanos,
HRBP & Culture and HR Process Administrator,Gerente,Recursos Humanos,
HRBP & OTS Human Resources,Director,Recursos Humanos,
HRBP & People Program Management LATAM,Director,Recursos Humanos,
HRBP & Recruiting Analyst,Colaborador,Recursos Humanos,Análisis
HRBP & Recruitment Manager,Gerente,Recursos Humanos,
HRBP Associate/HR Generalist,Ejecutivo,Recursos Humanos,
HRBP at COMAU MEXICO,Director,Recursos Humanos,
HRBP Attraction of Manufacturing Talent,Director,Recursos Humanos,
HRBP central,Gerente,Recursos Humanos,
HRBP Comercial Nacional,Director,Comercial,Ventas
HRBP Commercial Operations,Director,Comercial,Ventas
HRBP Coordinator,Gerente,Recursos Humanos,
HRBP Coordinator for Grubhub,Gerente,Recursos Humanos,
HRBP de Áreas Comerciales,Gerente,Recursos Humanos,
HRBP de Atracción de Talento y Desarrollo,Director,Recursos Humanos,
HRBP Digital Products Manager,Gerente,Recursos Humanos,
HRBP Director,Director,Recursos Humanos,
HRBP Director for Supply Chain,Director,Recursos Humanos,
HRBP E Commerce,Director,Recursos Humanos,
HRBP El Puerto de Liverpool,Gerente,Recursos Humanos,
"HRBP for HR, Audit, Engineering & Manufacturing Mexico Group Office",Director,Recursos Humanos,
HRBP Functions,Gerente,Recursos Humanos,
HRBP Generalista,Director,Recursos Humanos,
HRBP I,Director,Recursos Humanos,
HRBP International Operations - Latin America,Director,Recursos Humanos,
HRBP LATAM,Director,Recursos Humanos,
HRBP Leader,Gerente,Recursos Humanos,
HRBP Manager,Gerente,Recursos Humanos,
HRBP Manager - The Janssen Pharmaceuticals,Gerente,Recursos Humanos,
HRBP Manager Corporativo,Ejecutivo,Recursos Humanos,
HRBP Manager for Category,Gerente,Recursos Humanos,
HRBP Manager Mas Bodega y Logistica,Gerente,Recursos Humanos,Logística
HRBP Manager North Region,Gerente,Recursos Humanos,
"HRBP Manager, LAR Enterprise",Gerente,Recursos Humanos,
HRBP Mexico,Director,Recursos Humanos,
"HRBP Mexico (Sales, eCommerce & Marketing)",Director,Marketing,E-Commerce
HRBP Mexico & Asia,Director,Recursos Humanos,
HRBP Mexico and Central America,Director,Recursos Humanos,
HRBP MGR & Atracción de Talento y DO,Director,Recursos Humanos,
HRBP Nacional Geografia Presta Prenda,Director,Recursos Humanos,
HRBP Nómina,Director,Recursos Humanos,
HRBP Operaciones,,Recursos Humanos,
HRBP Ops,Director,Recursos Humanos,
HRBP para Supply Chain,Director,Recursos Humanos,
HRBP Performance & Rewards (Manager),Gerente,Recursos Humanos,
HRBP Process Lead,Gerente,Recursos Humanos,
HRBP REGIÓN CENTRO,Director,Recursos Humanos,
HRBP Regional,,Recursos Humanos,
HRBP Regional de Operaciones,Director,Recursos Humanos,
HRBP SE Office,Director,Recursos Humanos,
HRBP Site Leader  & office manager,Gerente,Recursos Humanos,
HRBP Sr,Gerente,Recursos Humanos,
HRBP Sr Dirección Comercial,,Recursos Humanos,
HRBP Sr Manager,Director,Recursos Humanos,
"HRBP Sr Manager Commercial, Mexico & CAM",Gerente,Recursos Humanos,
HRBP Sr Manager Commercial. Mexico & CAM,Gerente,Recursos Humanos,
HRBP Sr Specialist,,Recursos Humanos,
HRBP Sr. Analyst,Gerente,Recursos Humanos,Análisis
HRBP Supply Chain & Procurement Mexico & Zacapa,,Recursos Humanos,
HRBP Talent Management Intern,Gerente,Recursos Humanos,
HRBP Tranformacion Laboral y Salud Ocupacional / KUO Refacciones,Director,Recursos Humanos,
HRBP Wealth Management,Director,Recursos Humanos,
HRBP- Proyects Por PRESEA TELECOMUNICACIONES,Gerente,Recursos Humanos,
HRBP- REGIÓN METRO CENTRO SURESTE,Director,Recursos Humanos,
"HRBP, Specialist HR",,Recursos Humanos,
"HRBP, Training & Office Manager",Gerente,Recursos Humanos,
HRIS PMO,Gerente,Recursos Humanos,
HRSSC Country Serivices Manager,Director General,Dirección General,Recursos Humanos
HS&E Sr. Supervisor,Gerente,,
HSE & BCM Director for Canada and Latin America,Director,,
HSE Chief Operations Engineer,,Operaciones,
HSE Manager,Gerente,,Desarrollo
"HSE Manager, BU México",Gerente,,
HSE Specialist Sr,,,
HSE Sr. Manager,Gerente,,
HSE Superintendent,,,
HSE Supervisor,Gerente,,
HSE Supervisor and Reporting Specialist,Gerente,,
"HSE, Security & Social Responsibility Director",Director,,Seguridad
HSEQ Director Mexico Jaguar E&P,Director,,
HSEQ Head  Mexico,Director,,
HSEQ Supervisor,Gerente,,
"HSSE Director.  Director Seguridad, Salud Seguridad Patrimonial y Ambiente",Director,Comercial,Ventas
HSSE Manager and Regulatory Compliance,Gerente,Jurídico,Compliance
HSSE Supervisor,Gerente,,
Huawei Mobile Cloud Operation Regional Manager,Gerente,Operaciones,
HUB CREDIT CONTROLLER,Gerente,Finanzas,Contraloría
Hub Manager,Gerente,Comercial,Ventas
HUB Operations Supervisor,Gerente,Operaciones,
Hub Technical Material Buyer,,Tecnología,
Human Behavior Professor,Ejecutivo,Académica,Docencia
Human Capital Business Partner,Director,Recursos Humanos,
Human Capital Director,Director,Recursos Humanos,
Human Capital Executive,Ejecutivo,Recursos Humanos,
Human Capital Institutional Director,Director,Recursos Humanos,
Human Capital Manager,Gerente,Recursos Humanos,
Human Capital Senior Manager,Gerente,Recursos Humanos,
Human Capital Supervisor,Gerente,Recursos Humanos,
Human Development Director,Director,Recursos Humanos,
Human Resource Area Manager,Gerente,Recursos Humanos,
Human Resources (Gerencia Regional de RLSP).,Gerente,Recursos Humanos,
Human Resources (operations) Senior Manager - Shared Service Center Americas,Gerente,Recursos Humanos,
Human Resources & Administration Supervisor,Gerente,Recursos Humanos,
Human Resources & EHS Sr. Manager,Gerente,Recursos Humanos,
Human Resources & General Affairs Director,Director General,Dirección General,Recursos Humanos
Human Resources & Labor Relations Director,Director,Recursos Humanos,
Human Resources & Marcom Director,Director,Recursos Humanos,
Human Resources & Payroll Head,Director,Recursos Humanos,
Human Resources & Talent Management Advisory Director,Director,Recursos Humanos,
Human Resources Analysis Office Manager,Gerente,Recursos Humanos,Análisis
Human Resources and Administrative Services Director,Director,Recursos Humanos,
Human Resources and Site Manager,Gerente,Recursos Humanos,
Human Resources Business Manager,Gerente,Recursos Humanos,
Human Resources Business Parther,Ejecutivo,Recursos Humanos,
